id,title,enumeration_chronology,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,end_date,start_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,isbn,lccn,oclccn,url
1464455,"Legitimidad y sujeción: los paradigmas de la ""invención de América"" : ensayo",,,"Paradigmas de la ""invención de América.""","Barona Becerra, Guido.",,Santafé de Bogotá,Colcultura,1993,,,,,,1. ed.,monographic,,spa,text,print,129 p. ; 21 cm.,bibliography,,"Conquest, Right of|||Moral and ethical aspects|||History|||Discovery and exploration|||Spanish|||Race relations",To 1600,Latin America|||America|||cl-----|||e-sp---,,,,,9586121585,94190502,,
883880,"animales en el folklore y la magia de Cuba, Los",,,,"Cabrera, Lydia.",,"Miami, Fla., U.S.A",Ediciones Universal,1988,,,,,,,monographic,,spa,text,print,208 p. ; 21 cm.,,,Folklore|||Blacks|||Animals|||Magic,,Cuba|||nwcu---,,,,,897294343,86083333,,
4389486,Race and ethnicity in Latin America,,,,"Davis, Darien J.","Tulane University, Latin American Curriculum Resource Center.","New Orleans, LA]",Latin American Curriculum Resource Center of the Roger Thayer Stone Center for Latin American Studies,[1993],1993,,,,,,monographic,,eng,text,print,30 p. ; 28 cm.,catalog,,Catalogs|||Race relations|||Audio-visual aids|||Ethnicity|||Tulane University. Latin American Curriculum Resource Center,,Latin America,,,,,,,,
1501280,"Race, class & gender in the future of the Caribbean",,,"Race, class, and gender in the future of the Caribbean",,"Greene, John Edward.","Mona, Kingston, Jamaica","Institute of Social & Economic Research, University of the West Indies",c1993,1993,,,,,,monographic,,eng,text,print,138 p. : ill. ; 22 cm.,bibliography|||conference publication,,Social conditions|||Congresses|||Race relations|||Social classes|||Cultural pluralism,1945-,Caribbean Area|||cc-----,,,,,9764000428,94121860,,
883881,"lengua sagrada de los ñáñigos, La",,,,"Cabrera, Lydia.",,"Miami, Fla",[Ediciones] CR,c1988,1988,,,,,,monographic,,spa,text,print,530 p. ; 22 cm.,bibliography|||globe,,African languages|||Dictionaries|||Spanish|||Secret societies|||Blacks|||Religion,,Cuba,,,,,,86082213,,
883882,"mujer y el esclavo en la Cuba de 1840, La",,,,"Romeu, Raquel.",,Montevideo,Asociación de Literatura Femenina Hispánica,1987,,,,,,,monographic,,spa,text,print,"vii, 94 p. : ill. ; 16 cm.",bibliography|||biography,,"Slavery|||History|||Manzano, Juan Francisco 1797-1854|||comtesse de Merlin, María de las Mercedes Santa Cruz y Montalvo 1789-1852",1810-1899,Cuba|||nwcu---,,,,,,,,
1327216,"Wages of slavery: from chattel slavery to wage labour in Africa, the Carribbean, and England, The",,,,,"Twaddle, Michael.","London|||Portland, Ore",Frank Cass,1993,,,,,,,monographic,,eng,text,print,234 p. ; 23 cm.,bibliography,,Slave labor|||History|||Slavery|||Economic aspects,,Africa|||Caribbean Area|||England|||f------|||cc-----|||e-uk-en,,,,,0714645176 :,93004011,,
883883,"abolición de la esclavitud en Cuba, La",,,,"Perez-Cisneros, Enrique.",,S.l,s.n.],1987,,,,,,1a ed.,monographic,,spa,text,print,"xx, 177 p. ; 19 cm.",bibliography,,Slavery|||Law and legislation|||History,,Cuba|||nwcu---,,,,,,88415799,,
1278419,500 Jahre Conquista-- und kein Ende?,,,Fünfhundert Jahre Conquista,,"Diehl, Thomas H., 1960-",Marburg,Metropolis-Verlag,1992,,,,,,,monographic,,ger,text,print,158 p. : ill. ; 21 cm.,bibliography,,Colonization|||Ethnic relations|||Race relations|||Politics and government|||Economic conditions,1980-|||1982-,Latin America|||cl-----,,,,,3926570539 :,93177696,,
883886,"abolición de la esclavitud negra en la legislación española, 1870-1886, La",,,,"Navarro Azcue, Concepción, 1952-",,Madrid,Instituto de Cooperación Iberoamericana|||Ediciones Cultura Hispánica,c1987,1987,,,,,,monographic,,spa,text,print,296 p. ; 21 cm.,bibliography,,Slavery|||Law and legislation|||History,,Cuba|||Puerto Rico|||nwcu---|||nwpr---,,,,,8472324206,88112815,,
3902129,Africa en America [sound recording]: música de 19 países =,,,,,"Llerenas, Eduardo. (com)","Condesa, Mexico|||Distribution USA: Cambridge, Ma",Corason|||Rounder Records,p1992,1992,,,,,,monographic,,mul,sound recording-musical,sound recording,3 sound discs : digital ; 4 3/4 in.,,,Music|||African Americans|||Blacks,,North America|||South America|||s------|||n------,,,,,,,,
887816,"problema negro en Cuba y su solución definitiva, El",,,,"Serviat, Pedro.",,La Habana,Editora Política,1986,,,,,,,monographic,,spa,text,print,"xiii, 197 p. ; 23 cm.",bibliography,,Blacks|||Social conditions|||Racism|||History|||Influence|||Race relations,"Revolution, 1959",Cuba|||nwcu---,,,,,,88179972,,
1242587,"Africa in America: slave acculturation and resistance in the American South and the British Caribbean, 1736-1831",,,,"Mullin, Michael, 1938-",,Urbana,University of Illinois Press,c1992,1992,,,,,,monographic,,eng,text,print,"412 p. : ill., maps ; 24 cm.",bibliography,"""In an attempt to lay bare the historical and cultural roots of modern African American societies in the South and the British West Indies, Michael Mullin gives a vivid depiction of slave family life, economic strategies, and religion and their relationship to patterns of resistance and acculturation in two major plantation regions, the Caribbean and the American South."" ""Generalized observations of plantation slavery, usually assumed to be the whole of Africans' experience, fail to provide definitive answers about how they met and often overcame the challenges and deprivations of their new lives. Mullin discusses three phases of slave resistance and religion in Anglo-America, both on and off plantations. During the first, or African, phase from the 1730s to the 1760s slave resistance was generally sudden, violently destructive, and charged with African ritual. The second phase, from the late 1760s to the early 1800s, involved plantation slaves who were more conservative and wary. The third phase, from the late 1760s to the second quarter of the nineteenth century, was led by assimilated blacks - artisans and drivers - who, having developed skills both on and off the plantation, led the large preemancipation rebellions."" ""Mullin's case studies of slaveowners and plantation overseers draw on personal diaries and other documents to reveal memorable men whose approaches to their jobs varied widely and were as much affected by interactions with slaves as by personal background, the location of the plantation, and the economic climate of the times."" ""Extensive archival and anecdotal sources inform this pioneering study of slavery as it was practiced in tidewater Virginia, on the rice coast of the Carolinas, and in Jamaica and Barbados. Bringing his training in anthropology to bear on sources from Great Britain, the Caribbean, and the United States, Mullin offers new and definitive information.""--BOOK JACKET.","Slaves|||Social conditions|||Slavery|||Insurrections, etc",,"Southern States|||Caribbean, English-speaking|||n-us---|||cc-----",,,,,0252018893 (alk. paper),91000852,,
889417,Ma ngombe: guerreros y ganaderos en Palenque,,,,"Friedemann, Nina S. de.",,Bogotá,C. Valencia Editores,1987,,,,,,2. ed.,monographic,,spa,text,print,"138 p., 12⁾ leaves of plates : ill., maps, ports. ; 21 cm.",bibliography,,Blacks|||History|||Social life and customs,,Colombia|||San Basilio del Palenque|||San Basilio del Palenque (Colombia)|||s-ck---,,,,,9589044298,,,
1469453,Africans in Brazil: a Pan-African perspective,,,,"Nascimento, Abdias do, 1914-2011","Nascimento, Elisa Larkin.","Trenton, N.J",Africa World Press,c1992,1992,,,,,,monographic,,eng,text,print,"xiii, 218 p. ; 23 cm.",bibliography|||biography,,"Blacks|||Race relations|||Biography|||Political refugees|||Pan-Africanism|||Nascimento, Abdias do 1914-2011",,Brazil|||Latin America|||s-bl---|||cl-----,,,,,0865432384|||0865432392 (pbk.),91074122,,
1314042,"Anthologie négro-africaine: panorama critique des prosateurs, poètes, et dramaturges noirs du XXe siècle",,,,,"Kesteloot, Lilyan.","Vanves, [France]",EDICEF,c1992,1992,,,,,Nouv. éd.,monographic,,fre,text,print,555 p. : ports. ; 19 cm.,bibliography,,Literature|||Black authors|||Translations into French|||Caribbean literature (French)|||African literature (French)|||American literature|||African American authors|||Blacks|||Literary collections,,,,,,,2850697605,,,
889850,"subjugation of labour: the constitution of capitalism in Brazil, The",,,,"Kowarick, Lúcio.",,"Amsterdam, the Netherlands|||Providence, R.I., U.S.A",CEDLA|||Distributed by Foris Publications USA,c1987,1987,,,,,,monographic,,eng|||por,text,print,114 p. ; 24 cm.,bibliography,,Labor|||History|||Slavery|||Coffee industry|||Emigration and immigration|||Immigrants,19th century,Brazil|||São Paulo Region|||s-bl---,,,,,9067651699 (pbk.),88126634,,
1174137,"birth of African-American culture: an anthropological perspective, The",,Anthropological approach to the Afro-American past,,"Mintz, Sidney W. (Sidney Wilfred), 1922-2015","Price, Richard, 1941-",Boston,Beacon Press,c1992,1992,,,,,,monographic,,eng,text,print,"xv, 121 p. ; 22 cm.",bibliography,,Blacks|||History|||Slavery|||Acculturation|||Race relations,,Caribbean Area|||cc-----,,,,,0807009164 ‡q (cloth)|||0807009172 ‡q (paper),91041020,,
890824,"Behind the planter's back: lower class responses to marginality in Bequia Island, St Vincent",,,,"Price, Neil.",,Basingstoke,Macmillan,1988,,,,,,,monographic,,eng,text,print,"xiv, 274 p. : ill., maps ; 22 cm.",,,"Marginality, Social|||Blacks|||Social conditions|||Race relations",,Saint Vincent and the Grenadines|||Bequia Island|||Bequia Island (Saint Vincent and the Grenadines)|||nwgs---,,,,,0333474600 (pbk),gb 88025693,,
1145755,Ex-iles: essays on Caribbean cinema,,,,,"Cham, Mbye B.|||Celebration of Black Cinema, Inc","Trenton, N.J",Africa World Press,1992,,,,,,,monographic,,eng,text,print,"xiv, 415 p. : ill. ; 22 cm.",bibliography,,Motion pictures|||History and criticism|||Blacks in motion pictures,,Caribbean Area|||cc-----,,,,,0865432740 :|||0865432759 (pbk.) :,91052891,,
4223144,He oído el grito de mi pueblo negro: asambleas para la promoción y formación de las comunidades cristianas negras,,Ouvi o clamor deste povo de la campanha da fraternidade. Spanish,,,Centro Cultural Afro-Ecuatoriano (Ecuador),Quito,Centro Cultural Afroecuatoriano,1992,,,,,,,monographic,,spa,text,print,63 p. : ill. ; 22 cm.,,,Blacks|||Social conditions|||Race relations|||Religious aspects|||Christianity|||Church work with the poor,,South America|||Ecuador|||s------|||s-ec---,,,,,,94142809,,
1308504,Lo que no nos han dicho sobre líderes negros en América Latina,,,Líderes negros en América Latina,,,"Santafé de Bogotá, D.C., Colombia","Verbo Comunicaciones|||Distribución general, Indo-American Press Service, Librería Diálogo",[1992],1992,,,,,,monographic,,spa,text,print,32 p. : ill. ; 24 cm.,,,Blacks|||Biography,,Latin America|||s-ck---,,,,,,,,
1367449,Marginalidad étnica: lectura social y teológica,,,,,"Flórez López, Jesús Alfonso.",Santafé de Bogotá,Asociacion de Teologos de Colombia Koinonia,1992,,,,,,,monographic,,spa,text,print,152 p. ill. ; 21 cm.,bibliography,,Minorities|||Indians of South America|||Blacks,,Colombia,,,,,,93205263,,
892815,"Esclavitud en Cuba, La",,,,,Instituto de Ciencias Históricas (Academia de Ciencias de Cuba),"La Habana, Cuba",Editorial Academia,c1986,1986,,,,,,monographic,,spa,text,print,279 p. : ill. ; 23 cm.,bibliography,,Slavery|||History,,Cuba|||nwcu---,,,,,,88144579,,
1148839,"Meaning of freedom: economics, politics, and culture after slavery, The",,,Freedom,,"McGlynn, Frank (Frank S.)|||Drescher, Seymour.","Pittsburgh, Pa",University of Pittsburgh Press,©1992,1992,,,,,,monographic,,eng,text,print,"viii, 333 pages ; 24 cm.",bibliography|||conference publication,,Freedmen|||African Americans|||History|||Blacks|||Slaves|||Emancipation,1863-1877|||19th century,Caribbean Area|||United States|||cc-----|||n-us---,,,,,082293695X|||9780822936954,91026606,,
896093,"cimarrones del maniel de Neiba: historia y etnografía, Los",,,,"Deive, Carlos Esteban, 1935-",,"Santo Domingo, República Dominicana",Banco Central de la República Dominicana,1985,,,,,,,monographic,,spa,text,print,199 p. ; 23 cm.,bibliography,,Fugitive slaves|||Maroons|||History,,Dominican Republic|||Neiba|||Neiba (Dominican Republic)|||nwdr---,,,,,,,,
896186,Burguesía esclavista y abolición,,,,"Barcia, María del Carmen, 1939-",,La Habana,Editorial de Ciencias Sociales,1987,,,,,,,monographic,,spa,text,print,229 p. : ill. ; 23 cm.,bibliography,,Slaveholders|||History|||Middle class|||Slave labor|||Plantations|||Sugar growing|||Slaves|||Emancipation,,Cuba|||nwcu---,,,,,,,,
5101212,"meaning of freedom [electronic resource]: economics, politics, and culture after slavery, The",,,,,"McGlynn, Frank (Frank S.)|||Drescher, Seymour.|||University of Pittsburgh, University Library System., Digital Research Library.","Pittsburgh, Pa",University of Pittsburgh Press,c1992,1992,,,,,,monographic,,eng,text,electronic|||electronic resource,"viii, 333 pages ; 24 cm.",bibliography,,Freedmen|||African Americans|||History|||Blacks|||Slaves|||Emancipation,1863-1877|||19th century,Caribbean Area|||United States|||cc-----|||n-us---,,,,,,,,http://digital.library.pitt.edu/islandora/object/pitt:31735055592392/viewer
896829,"cimarrones de Cuba, Los",,,,"La Rosa Corzo, Gabino.",,"La Habana (Calle 14, no. 4104, Playa, Ciudad de La Habana)",Editorial de Ciencias Sociales,1988,,,,,,,monographic,,spa,text,print,205 p. : ill. ; 21 cm.,bibliography,,Slavery|||Maroons,,Cuba|||nwcu---,,,,,,,,
1138121,"Motherlands: Black women's writing from Africa, the Caribbean, and South Asia",,,,,"Nasta, Susheila.","New Brunswick, N.J",Rutgers University Press,1992,,,,,,,monographic,,eng,text,print,"xxx, 366 p. ; 21 cm.",bibliography,,"African literature (English)|||Women authors|||History and criticism|||Caribbean literature (English)|||English literature|||South Asian authors|||Black authors|||Women, Black|||Intellectual life|||Women, Black, in literature|||Blacks in literature",,f------|||cc-----|||az-----,,,,,0813517818 :|||0813517826 (pbk.) :,91030110,,
896845,"minas de Santiago del Prado y la rebelión de los cobreros, 1530-1800, Las",,,,"Franco, José Luciano, 1891-1989",,La Habana,Editorial de Ciencias Sociales,1975,,,,,,,monographic,,spa,text,print,153 p. ; 18 cm.,bibliography,,"Slavery|||Insurrections, etc|||Copper mines and mining|||History",,Cuba|||nwcu---,,,,,,78107274,,
4824771,"musulmans en Amérique latine et aux Caraïbes, Les",,,,"Delval, Raymond, 1917-",,Paris,L'Harmattan,c1992,1992,,,,,,monographic,,fre,text,print,"299 p. : ill., maps ; 24 cm.",bibliography,,"Muslims|||Islam|||Musulmanes en Caribe, Area del|||Musulmans|||Amérique latine|||Relations interethniques|||Ethnic relations|||Relaciones étnicas",,"Latin America|||Caribbean Area|||Hispanoamérica|||Caribe, Area del|||Amérique latine|||Caraïbes (Région)|||cl-----|||cc-----",,,,,2738410073|||9782738410078,92176072,,
897018,Cultura negra y teología,,,,,"Duncan, Quince, 1940-|||Ecumenical Association of Third World Theologians|||Consulta sobre Cultura Negra y Teología en América Latina (1985 : Nova Iguaçu, Brazil)","San José, C.R","Editorial DEI, Departamento Ecuménico de Investigaciones",c1986,1986,,,,,,monographic,,spa,text,print,178 p. ; 21 cm.,conference publication,,Blacks|||Religion|||Congresses|||Social conditions|||Black theology|||Liberation theology|||Church and social problems|||History,20th century,Latin America|||cl-----,,,,,9977904294,87411119 //r88,,
898878,Sociologia do negro brasileiro,,,,"Moura, Clóvis.",,São Paulo,Editora Atica,1988,,,,,,,monographic,,por,text,print,250 p. : ill. ; 21 cm.,bibliography,,Blacks|||Social conditions|||Race relations,,Brazil|||s-bl---,,,,,,88187761,,
1328854,Rebeldía esclava en el Caribe,,,,"Duharte Jiménez, Rafael, 1947-",,"Xalapa, Ver","Comisión Estatal Conmemorativa del V Centenario del Encuentro de Dos Mundos, Gobierno del Estado de Veracruz",1992,,,,,,1a ed.,monographic,,spa,text,print,232 p. ; 21 cm.,bibliography,,"Slavery|||History|||Insurrections, etc",,Caribbean Area|||cc-----,,,,,,93178309,,
1272893,Rebeliones indígenas y negras en América Latina: entre viento y fuego,,,,"Lucas, Kintto.",,"Quito, Ecuador",Abya-Yala,1992,,,,,,1. ed.,monographic,,spa,text,print,120 p. : ill. ; 22 cm.,bibliography,,Revolutions|||History|||Indians of the West Indies|||Government relations|||Indians of Central America|||Indians of South America|||Blacks|||Revoluciones|||Historia|||Discovery and exploration|||Spanish,,Latin America|||América Latina|||Caribe (Región)|||America|||cc-----|||cl-----,,,,,,,,
