id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
,"gold thread: a story for the young, The","Macleod, Norman, 1812-1872",,,,,English,text,print,"ix, 70 p. incl. front. 20 cm.",,,Children's literature,,,,,,,,
,"golden age, The","Grahame, Kenneth, 1859-1932","Parrish, Maxfield, 1870-1966 (ill)",,,,English,text,print,"[8], 241, [2] p., [18] leaves of plates : ill. ; 21 cm.",,,,,,,,,,,
,"golden casket: a treasury of tales for young people, The","Howitt, Mary (Mary Botham), 1799-1888|||Wood, Henry, Mrs, 1814-1887|||Meteyard, Eliza, 1816-1879|||Schmid, Christoph von, 1768-1854|||Hall, S. C., Mrs, 1800-1881|||Howitt, William, 1792-1879|||Kingston, William Henry Giles, 1814-1880|||Wildermuth, Ottilie, 1817-1877|||Gozlan, Léon, 1803-1866|||Howitt, Anna Mary, 1824-1884",,,,,English,text,print|||unmediated|||volume,"415 pages, [8] leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile works|||Publishers' advertisements-1861|||novel|||text,,Children's stories,,"England, London",,,,,,
,Golden days for boys and girls,,,,,,English,text,print,v. : ill. ; 44 cm.,Periodicals|||periodical,,Children's periodicals,,,,,,,,
,"golden fairy book, The","Jokai, Moritz.|||Sand, George, 1804-1876|||Lermontov, M.|||Laboulaye, Édouard, 1811-1883|||Marmier, Xavier, 1809-1892|||Souvestre.|||Dumas, Alexandre, 1802-1870|||Voltaire, 1694-1778|||Francoso, Gonzalo Fernandez.|||Dare, Danel.|||Granal, M. P.","Millar, Harold R., 1869-1939? (ill)",,,,English,text,print|||unmediated|||volume,"iv, 320, 4 pages, [5] leaves of plates : illustrations ; 19 cm",Children's stories-1905|||Fairy tales-1905|||Juvenile fiction|||Publishers' advertisements-1905|||novel|||text,,Children|||Conduct of life|||Children's stories,,,,,,,,
,"golden legend: A reproduction from a copy in the Manchester free library, The","Jacobus, de Voragine, approximately 1229-1298","Aspland, Alfred, 1815-1880|||Caxton, William, approximately 1422-1491 or 1492",,,,English,text,print,1 v. (various pagings) : facsims. ; 43 cm.,,,,,,,,,,,
,"golden present: a gift for all seasons, The",,"Thayer, J., Mrs",,,,English,text,print|||unmediated|||volume,128 pages ; 12 cm,Juvenile literature|||Juvenile works|||text,,Aesthetics|||Love|||Conduct of life,,,,,,,,
,"golden robin: for the use of juvenile classes, public schools & seminaries, The",,"Perkins, W. O. (William Oscar), 1831-1902",,,,English,notated music,print,1 close score (224 p.) ; 15 x 20 cm.,sg-hy,,School songbooks,,,,,,,,
,"golden rule, The","Grahame, Nellie, 1831-",,,,,English,text,print,"60 p., [2] leaves of plates : ill. ; 16 cm.",,,,,,,,,,,
,"golden sunset, or, The homeless blind girl, The","Kane, Annie, b. 1839","Heywood, John H. (John Healy), 1818-1902|||Milburn, William Henry, 1823-1903",,,,English,text,print,235 p. : port. ; 18 cm.,biography,,"Blind|||Smith, Joseph Brown 1823-1859|||Kane, Annie b. 1839",,,,,,,,
,"Golden vase: a miniature gift, The",,,,,,English,text,print,96 p. ; 8 cm.,,,Gift books,,,,,,,,
,"good aunt: a moral tale, The","Edgeworth, Maria, 1768-1849",,,,,English,text,print,"147 p., [5] leaves of plates : ill. ; 15 cm.",,,Sunday school literature,,,,,,,,
,Good child's A B C book,,,,,,English,text,print|||unmediated|||volume,8 unnumbered pages : illustrations ; 13 cm,Specimens|||text,,"Readers (Primary)|||Chapbooks, English|||Chapbooks",,,,,,,,
,"Good child's library, The",,,,,,English,text,print|||unmediated|||volume,12 volumes : color illustrations ; 17 cm,Poetry|||text,,Saints,,,,,,,,
,"good child's primer, The",,,,,,English,text,print,[8] p. : ill. ; 14 cm.,Specimens,,Readers (Primary)|||Chapbooks,,,,,,,,
,"Good little girl's book: The good-natured little girl, the thoughtless, the vain, the orderly, the slovenly, the snappish, the persevering, the forward, the modest, and the awkward little girl","Lovechild, Thomas|||Hale, Sarah Josepha Buell, 1788-1879","Dill, Vincent L. (stereotyper)",,,,English,text,print|||unmediated|||volume,"63, [1] pages : illustrations ; 14 cm.",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogs-New York (State)-New York|||text,,Girls|||Conduct of life,,"United States, New York, New York",,,,,,
,"Good morning, and good night: with other pretty poems for children","Upcher, Frances",,,,,English,text,print|||unmediated|||volume,"72, 68 pages, 10 unnumbered pages ; 15 cm",Juvenile poetry|||Juvenile works|||Poetry|||text,,"Children's poetry, English|||Children|||Conduct of life",,,,,,,,
,"good Samaritan and other Bible stories: as told for children, The","Pollard, Josephine, 1834-1892",,,,,English,text,print,[92] p. : ill. ; 21 cm.,Juvenile literature-1899|||Publishers' catalogues-1899,,"Bible stories, English|||Juvenile literature",,"United States, Ohio, Akron|||United States, Illinois, Chicago|||United States, New York, New York",,,,,,
,Good words for the young,,"Macleod, Norman, 1812-1872|||MacDonald, George, 1824-1905",,,,English,text,print,v. : ill. ; 25 cm.,periodical,,,,,,,,,,
,Goody Two Shoes: a facsimile reproduction of the edition of 1766,,"Welsh, Charles, 1850-1914|||Goldsmith, Oliver, 1730?-1774|||Jones, Giles, active 1765",,,,English,text,print,"xxiv, 156, 4 p., 1 leaf of plates : ill. ; 16 cm.",Juvenile fiction,,Conduct of life,,,,,,,,
,"Goody Two Shoes: or, the history of little Margery Meanwell, in rhyme",,"Goldsmith, Oliver, 1730?-1774|||John Newbery, 1713-1767|||Jones, Giles, active 1765|||Jones, Griffith, 1683-1761",,,,English,text,print,"vii, [1]-117, [2] p. : ill. ; 14 cm",Juvenile poetry,,Conduct of life|||Orphans|||Brothers and sisters|||Perseverance (Ethics),,,,,,,,
,Goody Two Shoes,"Very, Lydia L. A. (Lydia Louisa Anna), 1823-1901",,,,,English,text,print,[16] p. : col. ill. ; 18 x 7 cm.,Specimens,,Toy and movable books,,,,,,,,
,"gorilla hunters: a tale of the wilds of Africa, The","Ballantyne, R. M. (Robert Michael), 1825-1894",,,,,English,text,print,"408 p., [5] leaves of plates : ill. ; 17 cm.",Juvenile fiction,,Gorilla|||Adventure stories|||Big game hunting|||Nature stories|||Animals|||Description and travel,,Africa,,,,,,
,"governess, or, The little female academy, The","Sherwood, Mary Martha, 1775-1851",F. Houlston and Son|||Scatcherd and Letterman,,,,English,text,print,"iv, 250 p. ; 18 cm.",,,Publishers' catalogs|||Specimens,,,,,,,,
,"Grace King, or, Recollections of events in the life and death of a pious youth: with extracts from her diary : published for the benefit of youth",,"King, Grace.|||Methodist Episcopal Church, Sunday School Union.",,,,English,text,print,228 p. : ill. ; 16 cm.,Juvenile fiction|||Juvenile literature|||biography,,"Methodists|||Christian life|||Girls|||Children|||Death|||King, Grace",,,,,,,,
,"Grace O'Gara the little mountain guide; or, How to be happy",,American Tract Society,,,,English,text,print,288 p. : ill. ; 15 cm.,Juvenile literature,,Christian life,,,,,,,,
,Grammar school,,,,,,English,text,print,v. ill. 25 cm.,,,Readers (Elementary),,,,,,,,
,Grandfather's chair: true stories from history and biography,"Hawthorne, Nathaniel, 1804-1864",,,,,English,text,print|||unmediated|||volume,"v, 288 pages : illustrations ; 19 cm.",History|||text,,History|||Histoire,,Massachusetts,,,,,,
,Grandmama Goodsoul's fruit & flower alphabet,,,,,,English,text,print,[8] leaves : chiefly col. ill. ; 28 cm.,,,Alphabet books,,,,,,,,
,'Grandmother dear': a book for boys and girls,"Molesworth, Mrs, 1839-1921","Crane, Walter, 1845-1915 (ill)|||R. & R. Clark (Firm) (prt)",,,,English,text,print,"viii, 262, [42] p., [7] leaves of plates : front., ill. ; 18 cm.",Juvenile fiction|||novel,,"Grandmothers|||Motherless families|||Children's stories, English",,"England, London|||France|||Scotland, Edinburgh",,,,,,
,Grandmother Elsie: a sequel to Elsie's widowhood,"Finley, Martha, 1828-1909","Finley, Martha, 1828-1909",,,,English,text,print|||unmediated|||volume,"298 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm",Juvenile fiction|||text,,Children|||Conduct of life|||Grandmothers|||Intergenerational relations|||Families|||Brothers and sisters|||Christian life,,,,,,,,
,Grandmother Elsie: a sequel to Elsie's widowhood,"Finley, Martha, 1828-1909",,,,,English,text,print|||unmediated|||volume,"298 pages, [1] leaf of plates : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1882|||novel|||text,,Children|||Conduct of life|||Grandmothers|||Intergenerational relations|||Families|||Brothers and sisters|||Christian life,,"United States, New York, New York",,,,,,
,Grandmother's story of Bunker Hill battle,"Holmes, Oliver Wendell, 1809-1894","McVickar, H. W. (Harry Whitney), 1860-1905 (ill)",,,,English,text,print,32 p. : ill. ; 24 cm,Poetry,,"Bunker Hill, Battle of, Boston, Mass., 1775|||Bunker Hill, Battle of (Boston, Massachusetts : 1775)",1775,Boston|||Massachusetts,,,,,,
,Granny's story-box,"Selous, Henry Courtney, 1803-1890",,,,,English,text,print|||unmediated|||volume,155 pages : illustrations ; 14 cm,text,,Fairy tales,,,,,,,,
,Grasshopper pop-guns: being the fifth book of the series,"Fanny, Aunt, 1822-1894",,,,,English,text,print|||unmediated|||volume,"152 pages : illustrations, including frontispiece, plates ; 18 cm.",text,,Children's stories|||Children's poetry,,,,,,,,
,Great big story book,,,,,,English,text,print,ca. 360 p. : ill. ; 27 cm.,,,Children's stories|||Children's poetry,,,,,,,,
,"great elm, or, Robin Green and Josiah Lane at school: Aunt Margaret, or, How John True kept his resolutions ; Vernon, or, Conversations about old times in England, The","Abbott, Jacob, 1803-1879","Thwaites, W. H. (William H.) (illustrator)|||McLenan, John, 1827-1866 (illustrator)|||Pease, Benjamin F., 1822- (engraver)|||Bobbett, Albert, approximately 1824-1888 or 1889 (engraver)|||Edmonds, Charles, approximately 1823- (engraver)|||Lossing, Benson John, 1813-1891 (engraver)|||Hooper, Edward, 1829-1870 (engraver)",,,,English,text,print|||unmediated|||volume,"160, 160, 160 pages : illustrations ; 17 cm",Fiction|||History|||Juvenile fiction|||Juvenile literature-1857|||Juvenile works|||text,,School children|||Conduct of life|||History,,"United States, New York, New York|||Great Britain",,,,,,
,"great emergency: and other tales, A","Ewing, Juliana Horatia, 1841-1885",,,,,English,text,print|||unmediated|||volume,"viii, 128 pages : illustrations ; 21 cm",text,,,,,,,,,,
,"great Panjandrum himself, The",,"Caldecott, Randolph, 1846-1886 (ill)|||Foote, Samuel, 1720-1777|||Evans, Edmund, 1826-1905 (egr, prt)",,,,English,text,print|||unmediated|||volume,"22, [2] pages : illustrations (some color) ; 21 x 24 cm.",Juvenile works|||Publishers' advertisements-1885|||novel|||text,,Nonsense verses,,"England, London",,,,,,
,"great plum-pudding, and what it is made of, The",,,,,,English,text,print|||unmediated|||volume,30 pages : color illustrations ; 19 cm.,Christmas stories|||Juvenile fiction|||text,"A pleasing account of how the fruit, flour and other niceties are produced, of which a Christmas plum-pudding is made.",Plum puddings,,,,,,,,
,"great rosy diamond, The","Gray, A. A. (Ann Augusta), 1812-1863","Billings, Hammatt, 1818-1874 (ill)",,,,English,text,print,168 p. : ill. ; 18 cm.,,,,,,,,,,,
,"Grecian history, from the earliest state to the death of Alexander the Great, The","Goldsmith, Oliver, 1730?-1774",,,,,English,text,print,"[2], 322 p. ; 17 cm",,,History,,Greece,,,,,,
,"green fairy book, The",,"Lang, Andrew, 1844-1912 (ed)",,,,English,text,print,366 p. : ill. ; 19 cm.,,,Fairy tales,,,,,,,,
,Grimm's fairy tales,,"Grimm, Jacob, 1785-1863|||Grimm, Wilhelm, 1786-1859|||Crane, Lucy, 1842-1882|||Crane, Walter, 1845-1915",,,,German|||English,text,print,"x, 269 p., [1] leaf of plates : ill. ; 19 cm.",,,Fairy tales,,Germany,,,,,,
,Grimm's household fairy tales,"Grimm, Jacob, 1785-1863","Grimm, Wilhelm, 1786-1859|||Boldey, Ella.|||André, Richard, fl. 1880-1907",,,,German|||English,text,print,"2 p. leaves, 276 p. col. front., illus. 26 x 22 cm.",,,Fairy tales,,Germany,,,,,,
,"Groggy Harbor, or, A smooth stone from the brook, and a shepherd's sling","Sargent, Lucius M. (Lucius Manlius), 1786-1867",,,,,English,text,print,76 p. ; 14 cm.,Fiction,,Temperance,,,,,,,,
,Grove Cottage: and the India cabinet opened,"Wilson, Lucy Sarah Atkins, 1801-1863","Harris, John, 1756-1846 (prt)|||Bentley, Samuel, 1785-1868 (prt)",,,,English,text,print,"248 p., [1] leaf of plates : ill. ; 15 cm",Juvenile fiction|||novel,,Children|||Conduct of life|||Nature stories|||Sisters|||Voyages and travels|||Children's stories,,"England, London",,,,,,
,"Gude Wallace ; to which is added, Lord Thomas Stuart, The",,,,,,English,text,print,8 p. ; 15 cm.,,,"Chapbooks, Scottish",,,,,,,,
,"Guernsey Lily, or, How the feud was healed: a story for girls and boys, A","Coolidge, Susan, 1835-1905","Greenaway, Kate, 1846-1901 (ill)|||Lawson, Lizzie. (egr)|||Swain, Joseph, 1820-1909 (egr)|||John Wilson and Son (prt)|||University Press (Cambridge, Mass.) (prt)|||Dalziel Brothers (egr)|||R. & E. Taylor (egr)",,,,English,text,print|||unmediated|||volume,238 pages : illustrations ; 22 cm,Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Children|||Conduct of life|||Sick|||Physicians|||Reconciliation|||Families|||Voyages and travels,,"United States, Massachusetts, Cambridge|||United States, Massachusetts, Boston",,,,,,
,Guert Ten Eyck: a hero story,"Stoddard, William O., 1835-1925","Merrill, Frank T., 1848-1923 (ill)",,,,English,text,print,258 p. : ill. ; 21 cm.,Juvenile fiction|||War stories-Juvenile|||novel,,Youth|||Conduct of life|||Courage|||Friendship|||Messengers|||African Americans|||Indians of North America|||Soldiers|||Tea tax (American colonies)|||History,"Revolution, 1775-1783","United States, Massachusetts, Boston|||New York (State)|||New York",,,,,,
,"guide to children in reading the Scriptures a prize essay, A","Gordon, William R. (William Robert), 1811-1897",,,,,English,text,print,"vi, 132 p. front. ; 16 cm.",,,Reading|||Bible,,,,,,,,
,"guilty tongue, The","Cheap, Eliza.",,,,,English,text,print,"194 p., 1 leaf of plates : ill. ; 15 cm.",,,,,,,,,,,
,Gypsy Breynton,"Phelps, Elizabeth Stuart, 1844-1911",,,,,English,text,print,276 p. : ill. ; 18 cm.,,,,,,,,,,,
,Gypsy's sowing and reaping,"Phelps, Elizabeth Stuart, 1844-1911",,,,,English,text,print,302 p. : ill. ; 18 cm.,Juvenile fiction,,Youth|||Conduct of life|||Brothers and sisters|||College students|||Debt|||Soldiers|||History,"Civil War, 1861-1865",United States,,,,,,
,Gypsy's year at the Golden Crescent,"Phelps, Elizabeth Stuart, 1844-1911",,,,,English,text,print,261 p. : ill. ; 18 cm.,Juvenile fiction,,Youth|||Conduct of life,,,,,,,,
,"hall in the grove, The","Pansy, 1841-1930",,,,,English,text,print,"vi, 431 p. : front. ; 19 cm.",,,,,,,,,,,
,Handbook of the new Library of Congress,"Small, Herbert.","Caffin, Charles H. (Charles Henry), 1854-1918|||Spofford, Ainsworth Rand, 1825-1908",,,,English,text,print,"3 p. l., 128 p. front. illus., plan. 23 cm.",,,"Handbooks, manuals, etc|||Library of Congress",,,,,,,,
,"handy-book about books: for book-lovers, book-buyers, and book-sellers, A","Power, John, 1820-1872",,,,,English,text,print,"xiv, [2], 217 p., 1 l. incl. 8 facsim. 23 cm.",bibliography,,Books|||Printing|||History|||Booksellers and bookselling|||Bibliography of bibliographies,,Great Britain,,,,,,
,Hans and May,,,,,,English,text,print,24 p. : ill. ; 66 x 57 mm.,Specimens,,Children's stories|||Sunday school literature|||Chapbooks,,,,,,,,
,Hans Andersen's fairy tales,"Andersen, H. C. (Hans Christian), 1805-1875","Paull, H. B., Mrs (translator)",,,,Danish|||English,text,print|||unmediated|||volume,"579 pages, 6 unnumbered leaves of plates : illustrations ; 20 cm",Translations|||Translations into English|||text,,"Fairy tales|||Children's stories, Danish",,Denmark,,,,,,
,"Hans Andersen's story book: With a memoir by Mary Howitt, ; illustrated","Andersen, H. C. (Hans Christian), 1805-1875","Howitt, Mary (Mary Botham), 1799-1888 (translator)",,,,Danish|||English,text,print|||unmediated|||volume,"vi, 9-154, 7-187, [5] p., [5] leaves of plates : illustrations, portrait ; 18 cm.",Fairy tales-1865|||Fiction|||Juvenile fiction|||Juvenile literature-1865|||Juvenile works|||Pictorial cloth bindings (Binding)-1865|||Publishers' advertisements-New York (N.Y.)|||Relief prints|||text,,"Children's stories, Danish|||Manners and customs|||Kings and rulers|||Occupations|||Birds|||Trees|||Christmas stories|||Andersen, H. C. (Hans Christian) 1805-1875",,"United States, New York, New York",,,,,,
,"Hans Brinker, or, The silver skates: a story of life in Holland","Dodge, Mary Mapes, 1830-1905","Pannemaker, Adolphe François, 1822-1900 (egr)|||Rand, Avery & Co (prt)|||Franklin Press (Richmond, Va.) (prt)",,,,English,text,print|||unmediated|||volume,"379 pages : front, illustrations, plates ; 21 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,"A Dutch boy and girl work toward two goals, finding the doctor who can restore their father's memory and winning the competition for the silver skates.",Children|||Conduct of life|||Brothers and sisters|||Memory disorders|||Skating|||Skating races|||Travel|||Description and travel,,"United States, Virginia, Richmond|||United States, Massachusetts, Boston|||United States, New York, New York|||Netherlands",,,,,,
