id,title,uniform_title,alternative_title,enumeration_chronology,creator,contributor,associated_name,publication_place,publisher,publication_date,start_date,end_date,encoded_date,creation_date,display_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,isbn,issn,lccn,oclcn,url
9946377443406236,"Our landless patria: marginal citizenship and race in Caguas, Puerto Rico, 1880-1910",,,,"Carrasquillo, Rosa E.",,,Lincoln,University of Nebraska Press,,,,2006,,,,,monographic,,English,text,print,"xxiv, 202 p. : ill., maps ; 24 cm.",bibliography|||government publication,"""Our Landless Patria examines issues of race and citizenship in Puerto Rico, tracing how the process of land privatization accelerated a series of struggles for natural resources between the poorest sectors of society and the landed elite. The laws of privatization favored the landed elite and barred former slaves and their descendants from obtaining a formal title to a piece of land. In response, people of color developed an alternative citizenship that validated their livelihood, putting in motion a series of civil claims that protected people's mobility rights and their access to land. However, the rural poor's claims for a more egalitarian society, or what Rosa E. Carrasquillo calls ""marginal citizenship,"" could not successfully transform the political exclusion of the racially mixed population because of its heavy borrowing from the Spanish legal system. In particular, marginal citizenship adopted patriarchy as a model to regulate social relations at home, failing to address gender inequalities and perpetuating class differences.""--BOOK JACKET.",Social stratification|||Land tenure|||Government policy|||Privatization|||Peasants|||Social conditions|||Citizenship|||Race relations,,Caguas (P.R.)|||Caguas|||Puerto Rico,,,,0803215371 (alk. paper),,2005021555,,
9946388303406236,"Neither enemies nor friends: Latinos, Blacks, Afro-Latinos",,,,,"Dzidzienyo, Anani, 1941-|||Oboler, Suzanne.",,New York,Palgrave Macmillan,,,,,,,,1st ed.,monographic,,English,text,print,"vi, 323 p. ; 22 cm.",bibliography,,Racism|||Political aspects|||African Americans|||Relations with Hispanic Americans|||Race identity|||Hispanic Americans|||Ethnicity|||Race relations,,America|||South America|||United States|||North America|||Latin America,,,,1403965676 (hardback)|||1403965684 (pbk.),,2004052797,,
9946417993406236,"To see a world, bookshelf",,"Bookshelf, To see a world|||Mummies, tombs and treasure|||Adventures of the Greek heroes|||Paper bird|||Samurai's tale|||Castle|||Wave in her pocket|||Fiesta!",,,Houghton Mifflin Company,,Boston,Houghton Mifflin,,,,,,,,,monographic,,English,text,print,8 v. ; 20-31 cm.,Juvenile fiction|||Juvenile literature,Set of materials to enrich social sciences curriculum through literature; intended for use with sixth-seventh grade social studies text with title: To see a world.,"Social sciences|||Study and teaching (Elementary)|||Study and teaching (Middle school)|||World history|||Mythology, Greek|||Blacks|||Castles|||Tales|||Festivals|||Antiquities|||History","Period of civil wars, 1480-1603",Japan|||Mexico|||Trinidad and Tobago|||Egypt|||South Africa,juvenile,,,0395549167 (teacher's resources booklet),,,,
9946421843406236,Being and blackness in Latin America: uprootedness and improvisation,,,,"Fox, Patricia D.",,,Gainesville,University Press of Florida,,,,2006,,,,,monographic,,English,text,print,207 p. ; 24 cm.,bibliography|||government publication,,Latin American literature|||Black authors|||History and criticism|||Literature and society|||Blacks in literature|||Racism in literature|||Race relations,20th century,Latin America,,,,0813029317 (alk. paper),,2005058579,,
9946430923406236,"Social Investment and Economic Development Fund for the Americas Act of 2005; acknowledging African descendants of the transatlantic slave trade in all of the Americas with an emphasis on descendants in Latin America and the Caribbean, and for other purposes; and Haiti Economic and Infrastructure Reconstruction Act: markup before the Subcommittee on the Western Hemisphere of the Committee on International Relations, House of Representatives, One Hundred Ninth Congress, first session, on H.R. 953, H.Con. Res. 175 and H.R. 611, June 29, 2005",,,,,"United States, Congress., House., Committee on International Relations., Subcommittee on the Western Hemisphere.",,Washington,"U.S. G.P.O.|||For sale by the Supt. of Docs., U.S. G.P.O.",,,,,,,,,monographic,,English,text,print,"iii, 52 p. ; 24 cm.",government publication,,"Economic development projects|||Finance|||Social institutions|||Slavery|||Blacks|||Economic conditions|||Economic assistance, American",,Latin America|||Haiti|||Western Hemisphere,,,,016075660X,,,,http://purl.access.gpo.gov/GPO/LPS67466
9946444423406236,Family love in the diaspora: migration and the Anglo-Caribbean experience,,,,"Chamberlain, Mary, 1947-",,,"New Brunswick, NJ",Transaction Publishers,,,,2006,,,,,monographic,,English,text,print,"xv, 245 p. ; 24 cm.",bibliography,"""Family Love in the Diaspora offers an important new perspective on African-Caribbean families, their history, and the problems they face, for now and the future. It offers a long overdue historical dimension to the debates on Caribbean families.""--BOOK JACKET.","Blacks|||Migrations|||Families, Black|||History|||Social conditions",,Caribbean Area; Caribbean Sea|||Caribbean Area|||Great Britain,,,,0765803070 (alk. paper),,2005056871,,
9946448693406236,"Race, culture, and identity: francophone West African and Caribbean literature and theory from négritude to créolité",,,,"Lewis, Shireen K., 1959-",,,"Lanham, MD",Lexington Books,,,,2006,,,,,monographic,,English,text,print,"xx, 166 p. ; 24 cm.",bibliography,"""In this work, Shireen K. Lewis gives a comprehensive analysis of the literary and theoretical discourse on race, culture, and identity by Francophone and Caribbean writers. Examining a multitude of texts, Lewis traces the move away from the preoccupation with African origins and racial and cultural purity, toward concerns of hybridity and fragmentation in the New World of diasporic space. In addition to exploring how this shift parallels the larger debate around modernism and postmodernism, Lewis argues for the inclusion of Paulette Nardal, and other women, into the canon as significant contributors to the birth of modern black Francophone literature.""--BOOK JACKET.",Caribbean literature (French)|||History and criticism|||African literature (French)|||Negritude (Literary movement)|||Blacks in literature|||In literature,,"West Indies|||West Indies, French|||Africa",,,,0739114727 (cloth)|||0739114735 (pbk.),,2005936249,,
9946450193406236,Cobra Verde,,,,,"Herzog, Werner, 1942-|||Stipetić, Lucki.|||Kinski, Klaus.|||Ampaw, King.|||Lewgoy, José.|||Basile, Salvatore.|||Berling, Peter, 1934-2017|||Chatwin, Bruce, 1940-1989|||Anchor Bay Entertainment, Inc|||Werner Herzog Filmproduktion",,"Troy, MI",Anchor Bay Entertainment,,,,,,,,,monographic,,German,moving image,videorecording|||videodisc,"1 videodisc (110 min.) : sd., col. ; 4 3/4 in.",Drama|||Film adaptations|||videorecording,"Francisco Manoel da Silva, 19th century, gun-toting Brazilian bandit known as the Cobra Verde, is unknowingly hired by the owner of a sugar plantation to keep his slaves in check, but instead, the Cobra manages to sleep with the landowner's daughters and impregnate them. In revenge, the owner sends the Cobra on a dangerous mission to sail to the West coast of Africa and reopen the slave trade, and the Cobra wages war with a local tribal king.","Film adaptations|||Outlaws|||History|||Brazilians|||Plantations|||Slavery|||Slave trade|||Action and adventure films|||Feature films|||Films for the hearing impaired|||Social life and customs|||Chatwin, Bruce 1940-1989",19th century,"Benin|||Africa, West|||Ouidah (Benin)|||Brazil",Not rated by MPAA.|||general,,,,,,,
9946469003406236,Rites et musiques de possession à Bahia,,,,"Vatin, Xavier.",,,Paris,Harmattan,,,,2005,,,,,monographic,,French,text,print,234 p. : ill. ; 22 cm.,bibliography,,Blacks|||Music|||History and criticism|||Religion|||Candomblé music|||Candomblé (Religion)|||Spirit possession|||BrazilEthnomusicology,,Brazil|||Bahia (State),,,,2747585433,,2005450873,,
9946491673406236,Bandeirantes y pioneros: paralelo entre dos culturas,Bandeirantes e pioneiros. Spanish,,,"Moog, Clodomir Vianna, 1906-1988",,,Madrid,Ediciones Cultura Hispanica,,,,1965,,,1964,,monographic,,Spanish|||Portuguese,text,print,397 p. ; 22 cm.,bibliography,,Bandeiras|||Blacks|||Civilization,,United States|||Brazil,,,,,,,,
9946509933406236,"imagined island: history, identity, & utopia in Hispaniola, The",Isla imaginada,,,"San Miguel, Pedro Luis.",,,Chapel Hill,University of North Carolina Press,,,,2005,,,,,monographic,,Spanish|||English,text,print|||English,"x, 194 p. ; 23 cm.",bibliography|||government publication,,"Intellectuals|||Attitudes|||Public opinion|||Politics and literature|||Literature and history|||Historiography|||Foreign public opinion, Dominican|||Race relations|||Bosch, Juan 1909-2001",,Dominican Republic|||Haiti|||Hispaniola,,,,0807829641 (cloth : alk. paper)|||0807856274 (pbk. : alk. paper),,2005006283,,
9946519433406236,Betwixt and between: explorations in an African-Caribbean mindscape,,,,"Chevannes, Barry.",,,"Kingston, Jamaica|||Miami",Ian Randle Publishers,,,,,,,,,monographic,,English,text,print,"xviii, 245 p. ; 23 cm.",bibliography,"""In this collection of essays, anthropologist Barry Chevannes carefully exposes the underlying ideas and values that have given and are giving shape to social life in Jamaica and the Caribbean region in general. In so doing he goes beyond a mere examination of social structure, best exemplified by the works of earlier anthropologists like M.G. Smith, to present a comprehensive examination of the nature of Jamaican society.""--BOOK JACKET.",Civilization|||African influences,,Caribbean Area,,,,9766372330,,,,
9946520313406236,Vodou nation: Haitian art music and cultural nationalism,,,,"Largey, Michael D., 1959-",,,Chicago,University of Chicago Press,,,,,,,,,monographic,,English,text,print,"xv, 283 p. : ill., music ; 24 cm.",Music|||bibliography,,Folk music|||History and criticism|||Vodou music|||African Americans|||Social life and customs,,Haiti,,,,0226468631 (cloth : alk. paper)|||0226468658 (pbk. : alk. paper),,2005023830,,
9946557683406236,Piedra libre para nuestros negros: La Broma y otros periódicos de la comunidad afroargentina (1873-1882),,,,"Platero, Tomás A.",,,"Buenos Aires, Argentina",Instituto Histórico de la Ciudad de Buenos Aires,,,,,,,,,monographic,,Spanish,text,print,219 p. : ill. ; 20 cm.,bibliography,,"History|||Black newspapers|||Argentine newspapers|||Blacks|||Broma (Buenos Aires, Argentina)",,Argentina,,,,9872109230,,,,
9946557913406236,"Diálogos da conversão: missionários, índios, negros e judeus no contexto ibero-americano de período barroco",,Judeus e cristãos-novos nos escritos de letrados do barroco espanhol e de Antônio Vieira e Menasseh ben Israel,,,"Costigan, Lúcia Helena.|||Hansen, João Adolfo, 1942-|||Vainfas, Ronaldo.|||Pécora, Alcir, 1954-|||Hermann, Jacqueline, 1960-|||Schorsch, Jonathan, 1963-|||Daher, Andréa.",,Campinas,Editora da UNICAMP,,,,,,,,,monographic,,Portuguese,text,print,207 p. ; 21 cm.,bibliography,,"Missionaries|||History|||Jews|||Blacks|||Race relations|||Religious aspects|||Indians of South America|||Missions|||Brazilian literature|||History and criticism|||Colonization|||Religion|||Vieira, António 1608-1697",,Brazil,,,,8526806653,,,,
994664513406236,Figuras presentes em cultos afro-brasileiros,,,,"Bastos, Wilson de Lima, 1915-1998",,,Juiz de Fora,Centro de Estudos Sociológicos de Juiz de Fora,,,,,,,,,monographic,,Portuguese,text,print,42 p. ; 24 cm.,bibliography,,Blacks|||Religion|||Cults|||Folklore|||Dictionaries,,African influences|||Brazil,,,,,,,,
994763953406236,"Litteratures nationales d'écriture française: Afrique noire, Caraibes, Océan Indien : histoire litteraire et anthologie",,,,"Rouch, Alain.","Clavreuil, Gérard.",,Paris,Bordas,,,,1986,,,,,monographic,,French,text,print,511 p. [16] p. of plates : ill. (some col.) ; 25 cm.,bibliography|||biography,,African literature (French)|||Bio-bibliography|||Caribbean literature (French)|||French literature|||Black authors,,Caribbean Area; Caribbean Sea|||Africa,,,,2040165703,,,,
994765793406236,Monólogo desde las tinieblas,,,,,,,Lima],Municipalidad de Lima Metropolitana|||Secretaria de Cultura,,,,,,,,1ra ed.,monographic,,Spanish,text,print,94 p. : ill. ; 17 cm.,,,Blacks|||Fiction,,Peru,,,,,,,,
9946605283406236,Guarding cultural memory: Afro-Cuban women in literature and the arts,,,,"González Mandri, Flora María.",,,Charlottesville,University of Virginia Press,,,,,,,,,monographic,,English,text,print,"xii, 232 p. : ill. ; 24 cm.",bibliography|||government publication,,"Cuban literature|||Women authors|||History and criticism|||Black authors|||Arts, Black|||Women artists|||History",20th century,Cuba,,,,0813925258 (cloth : alk. paper)|||0813925266 (pbk. : alk. paper),,2005027354,,
9946627443406236,"city of women, The",,,,"Landes, Ruth, 1908-1991",,,Albuquerque,University of New Mexico Press,,,,1994,,,,1st University of New Mexico Press ed.,monographic,,English,text,print,"xxxvi, 251 p. : ill. ; 24 cm.",Case studies|||bibliography|||government publication,"""The City of Women, first published in 1947, is anthropologist Ruth Landes's study of candomble religious society in Brazil just before World War II. Afro-Brazilian candomble is a woman-centered, spirit possession religion developed by West African slaves in colonial plantation societies. Abandoning the scientific concept of culture that dominated anthropology in her time, Landes lets Brazil speak to her on its own terms. In The City of Women, she draws portraits of the priestesses and other women she visited in private homes and observed in candomble temples, all nuanced by her awareness of gender, race, and sexuality. Marketed as an exotic travelogue and dismissed by anthropologists when it appeared in 1947, The City of Women is now considered a classic of postmodern anthropology and a basic primary source for candomble studies.""--BOOK JACKET.",Candomblé (Religion)|||Religious life and customs,,Salvador|||Salvador (Brazil)|||Brazil,,,,0826315550|||0826315569 (pbk.),,94018707,,http://www.h-net.org/review/hrev-a0a0t1-aa
9946630713406236,"Multiculturalismo en Colombia: política, inclusión y exclusión de poblaciones negras",,Retos del multiculturalismo en Colombia,,"Agudelo, Carlos Efrén.",,,"Medellín, Colombia","La Carreta Editores|||Institut de recherche pour le developpement|||Instituto Colombiano de Antropología e Historia|||IEPRI, Universidad Nacional de Colombia",,,,,,,,1. ed.,monographic,,Spanish,text,print,259 p. : map ; 24 cm.,bibliography,,Blacks|||Government relations|||Politics and government|||Social conditions|||Multiculturalism|||Race relations,,Colombia|||Pacific Coast Region (Colombia),,,,9589766455 (La Carreta)|||2709915154 (IRD),,,,
9946653533406236,"Jesus dub: theology, music and social change",,,,"Beckford, Robert.",,,London|||New York,Routledge,,,,,,,,,monographic,,English,text,print,"viii, 182 p. ; 23 cm.",bibliography,"""Jesus Dub is Robert Beckford's exploration of the dialogue between two central institutions in African Caribbean life: the church and the dancehall. Beckford shows how Dub, one of the central features of dancehall culture, can be mobilised as a framework for re-evaluating theology, taking apart doctrine and reconstructing it under the influence of a guiding theme. Engaging with the social and cultural heritage which informs Christian African Caribbean culture, including the influence of slavery, Revival Christianity and working-class Jamaican life; Black theology; and music ranging from post-war Sound System to American Hip Hop, Jesus Dub is an exploration of how throughout history, music and faith have been transformed in response to racialised oppression. Finally, Beckford demonstrates that dub style appears in the teachings of Jesus, and that dub is a tool which can provide new ways of envisaging and practising spiritual gifts and financial giving, proposing a more inclusive theology for everyone.""--BOOK JACKET.",Dub (Music)|||Religious aspects|||Social aspects|||Blacks|||Religion|||Pentecostalism,,Jamaica|||Caribbean Area; Caribbean Sea|||Caribbean Area,,,,0415310180 (hbk. : alk. paper)|||0415310199 (pbk. : alk. paper)|||0203413393 (e-book),,2006001787,,
9946849283406236,On the treatment and management of the more common West-India diseases (1750-1802),,,,,"Grainger, James, 1721?-1766|||Wright, William, 1735-1819|||Hutson, J. Edward.|||Hughes, Griffith, 1706 or 1707-|||Moseley, Benjamin, 1742-1819",,"Kingston, Jamaica",University of the West Indies Press,,,,2005,,,,,monographic,,English,text,print|||unmediated|||volume,"xxiii, 180 pages ; 24 cm",Poetry|||bibliography|||text,,"Medicine|||History|||Tropical medicine|||Slaves|||Health and hygiene|||Blacks|||Sugarcane industry|||Plantation life|||Natural history|||Phytotherapy|||African Continental Ancestry Group|||Social Problems|||History, 18th Century",Geschichte 1750-1802|||1700-1899|||18th century|||19th century,"West Indies, British|||West Indies|||Caribbean Area; Caribbean Sea|||Caribbean Area|||British West Indies|||Barbados|||Karibik",,,,9789766401771|||9766401772,,,,
