,assignee,link,genre_extended,genre_2_extended,level_of_confidence,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
342,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656843,pamphlets​,,3=high confidence,31735061656843,"a christian view of socialism, by g.h. strobell",,,,university of pittsburgh,1.0,184.0,text,archival document
343,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354848,serials (publications),periodicals​,3=high confidence,31735068354848,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1952-06-16,university of pittsburgh,,,text,periodical; periodicals.; periodicals
344,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655623,serials (publications),bulletin,3=high confidence,31735051655623,los angeles congress of racial equality active membership bulletin,,,,university of pittsburgh,13.0,20.0,text,archival document
345,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658005,​fliers,,3=high confidence,31735061658005,"""congressional election platform of the communist party""",,,,university of pittsburgh,2.0,156.0,text,archival document
346,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057108,serials (publications),newspaper​s,3=high confidence,31735070057108,"political action; political action (milwaukee, wis.)",,,1911-09-09,university of pittsburgh,,,text,newspapers; newspapers.; newspaper
347,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540260,pamphlets​,,3=high confidence,31735061540260,"""the struggle inside""",,,,university of pittsburgh,7.0,125.0,text,archival document
348,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538827,serials (publications),,3=high confidence,31735061538827,"the new international, a monthly organ of revolutionary marxism,",,1935-10,,university of pittsburgh,14.0,73.0,text,archival document
349,Lena Burdette,https://digital.library.pitt.edu/islandora/object/pitt:31735051655110,books,,3=high confidence,31735051655110,shop talks on economics,,,,university of pittsburgh,14.0,59.0,text,archival document
350,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194048,pamphlets​,,3=high confidence,31735058194048,"""agents of peace"" pamphlet,",,1951,,university of pittsburgh,4.0,111.0,text,archival document
351,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540567,​fliers,,3=high confidence,31735061540567,flyer for the consumer-citizens party presidential candidate barry commoner,,,,university of pittsburgh,1.0,200.0,text,archival document
352,Lena Burdette,https://digital.library.pitt.edu/islandora/object/pitt:31735061656876,pamphlets,,3=high confidence,31735061656876,elizabeth bentley and her role in the attack on the new deal,,,,university of pittsburgh,2.0,66.0,text,archival document
353,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150108,serials (publications),periodicals​,3=high confidence,31735065150108,mine mill union; union; mine-mill union; sindicato,,,1960-07,university of pittsburgh,,,text,periodical; periodicals.; periodicals
354,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450972,leaflets (printed works),,3=high confidence,31735047450972,"""why restore the wagner act?"" pamphlet,",,,,university of pittsburgh,,100.0,text,archival document
355,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655342,pamphlets​,,3=high confidence,31735051655342,"""critics group dialectics #1"" pamphlet,",,1937,,university of pittsburgh,10.0,14.0,text,archival document
356,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586883,serials (publications),periodicals​,3=high confidence,31735061586883,"punchin' out with the mill hunk herald,",,1979-05,,university of pittsburgh,6.0,67.0,text,archival document
357,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544494,pamphlets​,,3=high confidence,31735061544494,"""inflation, who wins and who loses?"", by maynard c. krueger,",,1934-03-23,,university of pittsburgh,10.0,120.0,text,archival document
358,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655845,​fliers,,3=high confidence,31735061655845,"""young negro workers! fight against bosses wars!"" flyer for youth rally",,,,university of pittsburgh,13.0,6.0,text,archival document
359,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228812,pamphlets​,,3=high confidence,31735066228812,"""the economics of barbarism"", hitler's new economic order in europe, by j. kuczynski and m. witt,",,1942,,university of pittsburgh,7.0,86.0,text,archival document
360,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540609,​fliers,,3=high confidence,31735061540609,"flyer for a free concert in support of john zingaro, the consumer party candidate for pittsburgh city council",,,,university of pittsburgh,1.0,201.0,text,archival document
361,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397624,pamphlets​,,3=high confidence,31735059397624,"""an appeal for clemency"" pamphlet,",,1952,,university of pittsburgh,2.0,116.0,text,archival document
362,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397442,serials (publications),periodicals​,3=high confidence,31735059397442,"the student advocate,",,1936-05,,university of pittsburgh,4.0,99.0,text,archival document
363,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658138,pamphlets​,,3=high confidence,31735061658138,"""unemployment insurance"", the burning issue of the day, by earl browder,",,1935-04,,university of pittsburgh,3.0,80.0,text,archival document
364,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450717,pamphlets​,,3=high confidence,31735047450717,"""organizing for security"" pamphlet",,,,university of pittsburgh,37.0,73.0,text,archival document
365,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537837,serials (publications),,3=high confidence,31735061537837,"labor research association's monthly labor notes,",,1938-08,,university of pittsburgh,2.0,125.0,text,archival document
366,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911366,serials (publications),periodicals​,3=high confidence,31735067911366,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1951-02-26,university of pittsburgh,,,text,periodical; periodicals.; periodicals
367,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451376,serials (publications),newspaper​s,3=high confidence,31735047451376,"""maine antinuke activists arrested"" article,",,,,university of pittsburgh,,146.0,text,archival document
368,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657726,pamphlets​,,3=high confidence,31735061657726,"""forge fighting unity against the wall street warmakers and the exploiters of the southern masses"", by jim jackson,",,1950,,university of pittsburgh,2.0,147.0,text,archival document
369,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655621,pamphlets​,,3=high confidence,31735061655621,"the people versus segregated schools, by doxey a. wilkerson,",,1955-02,,university of pittsburgh,1.0,58.0,text,archival document
370,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451111,pamphlets​,,3=high confidence,31735047451111,"""a message from ue local 601. east pittsburgh to all westinghouse workers....""",,,,university of pittsburgh,,114.0,text,archival document
371,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539742,leaflets (printed works),,3=high confidence,31735061539742,"""i'd rather vote for something i want..."", a brief introduction to the human rights party pamphlet",,,,university of pittsburgh,7.0,105.0,text,archival document
372,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657015,pamphlets​,,3=high confidence,31735061657015,"amnesty!, by marion bachrach,",,1952-12,,university of pittsburgh,2.0,9.0,text,archival document
373,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538322,pamphlets​,,3=high confidence,31735061538322,"organized labor and the fascist danger, by william z. foster,",,1947-08,,university of pittsburgh,6.0,31.0,text,archival document
374,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659912,pamphlets​,,3=high confidence,31735061659912,"""fight for your future now!"", by max weiss,",,1942-11,,university of pittsburgh,3.0,35.0,text,archival document
375,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450303,leaflets (printed works),,3=high confidence,31735047450303,"""why politicians red-bait"" booklet",,,,university of pittsburgh,37.0,13.0,text,archival document
376,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657155,pamphlets​,,3=high confidence,31735061657155,"""the bill of rights and the mundt-ferguson bills"", an analysis of the provisions and opinion on their constitutionality",,,,university of pittsburgh,2.0,54.0,text,archival document
377,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911515,serials (publications),periodicals​,3=high confidence,31735067911515,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1953-06-15,university of pittsburgh,,,text,periodical; periodicals.; periodicals
378,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658385,pamphlets​,,3=high confidence,31735061658385,"""march for peace may 1st 1952"", united labor and people's committee for may day,",,1952,,university of pittsburgh,3.0,88.0,text,archival document
379,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194253,​fliers,,3=high confidence,31735058194253,"""don't shop at hudsons boycott farrah pants"" flyer,",,1973-12,,university of pittsburgh,8.0,2.0,text,archival document
380,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539130,pamphlets​,,3=high confidence,31735061539130,"what russia did for victory, by sergei kournakoff,",,1945-10,,university of pittsburgh,7.0,4.0,text,archival document
381,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659888,books,,3=high confidence,31735061659888,"""work for all or unemployment""",,,,university of pittsburgh,3.0,60.0,text,archival document
382,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150140,serials (publications),periodicals​,3=high confidence,31735065150140,mine mill union; union; mine-mill union; sindicato,,,1960-11,university of pittsburgh,,,text,periodical; periodicals.; periodicals
383,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449412,serials (publications),,3=high confidence,31735047449412,"white collar no. 413,",,,,university of pittsburgh,37.0,35.0,text,archival document
384,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544189,​fliers,,3=high confidence,31735061544189,"""1940 platform...no peace without socialism!""",,,,university of pittsburgh,10.0,41.0,text,archival document
385,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655761,pamphlets​,,3=high confidence,31735061655761,"the government takes a hand in the cotton-patch, by george anstrom,",,1933-11,,university of pittsburgh,1.0,79.0,text,archival document
386,Lena Burdette,https://digital.library.pitt.edu/islandora/object/pitt:31735061657890,pamphlets,,3=high confidence,31735061657890,"who's unamerican!,",,1947-07,,university of pittsburgh,2.0,95.0,text,archival document
387,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913321,serials (publications),periodicals​,3=high confidence,31735067913321,mine mill union; union; mine-mill union; sindicato,,,1967-05,university of pittsburgh,,,text,periodical; periodicals.; periodicals
388,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066227780,pamphlets​,,3=high confidence,31735066227780,"black coal miners in the united states, by paul nyden",,,,university of pittsburgh,1.0,57.0,text,archival document
389,Lena Burdette,https://digital.library.pitt.edu/islandora/object/pitt:31735061537977,periodicals,,3=high confidence,31735061537977,"ahjo (the forge), tieteellis-kaunokirjallinen julkaisu,",,1918-09,,university of pittsburgh,5.0,16.0,text,archival document
