assignee,link,identifier,title,date_created,date_issued,type_of_resource,genre,genre 2,level_of_confidence,note,, 
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539130,31735061539130,"What Russia Did for Victory, By Sergei Kournakoff,",16711,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659888,31735061659888,"""Work for all or Unemployment""",,,text,books,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150140,31735065150140,Mine-Mill union; Mine Mill union; Sindicato; Union,,22221,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449412,31735047449412,"White Collar No. 413,",,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544189,31735061544189,"""1940 Platform...No Peace Without Socialism!""",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655761,31735061655761,"The Government Takes a Hand in the Cotton-Patch, by George Anstrom,",12359,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Lena Burdette,https://digital.library.pitt.edu/islandora/object/pitt:31735061657890,31735061657890,"Who's Unamerican!,",17349,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913321,31735067913321,Mine-Mill union; Mine Mill union; Sindicato; Union,,24593,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066227780,31735066227780,"Black Coal Miners in the United States, by Paul Nyden",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Lena Burdette,https://digital.library.pitt.edu/islandora/object/pitt:31735061537977,31735061537977,"Ahjo (The Forge), Tieteellis-kaunokirjallinen Julkaisu,",6819,,text,periodicals,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538736,31735061538736,"For World Peace and Freedom, A Survey of the Twenty-Five Years of Soviet International Policy, By Alexander A. Troyanovsky",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656207,31735061656207,Eldon Ave. Revolutionary Union Movement Pamphlets (2),,,text,serials (publications),newsletters​,3=high confidence,"incorrectly referred to as ""pamphlet"" in title",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397764,31735059397764,"""Meet the Communists"",",1943,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228952,31735066228952,"""Burning Cards and Flaming Villages"", By James E. Jackson",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543884,31735061543884,"""Convict 9653, America's Vision Maker"", Story of Eugene Victor Debs, the United States' Great Socialist Anti-Militarist, By Guy A. Aldred",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537712,31735061537712,"Some of the Eleven Communists Who Surrendered at Old Bailey and Were on Trial for Conspiracy,",9467,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397590,31735059397590,"""We saw Spain"" IWO meeting flyer,",1936,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659045,31735061659045,"""The American Way to Jobs, Peace, and Democracy"", Draft Program of the Communist Party,",19784,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450832,31735047450832,"""Could you call THIS 'a great union'?""",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657999,31735061657999,"""Economic Questions, Commentary""",1952,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544080,31735061544080,"The Socialist Appeal,",1935-08/1935-09,,text,serials (publications),,,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539866,31735061539866,"""The People's Party"" Flyer",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586859,31735061586859,"Punchin' Out with the Mill Hunk Herald,",1980-07/1980-09,,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537688,31735061537688,"A Communist Dropped Over a Car's Fender,",11365,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540641,31735061540641,Flyer for Pittsburgh Consumer Party's Bastille Day Celebration,,,text,​fliers,,3=high confidence,,,
Dylan Burke,https://digital.library.pitt.edu/islandora/object/pitt:31735061540427,31735061540427,"The Road to Liberation for the Negro People,",13759,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538215,31735061538215,"""Foreign-Born Americans and the War""",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397020,31735059397020,"Why Negroes Should oppose the War Pamphlet,",1940,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070075233,31735070075233,"Political action; Political action (Milwaukee, Wis.)",,4564,text,serials (publications),newspaper​s,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544064,31735061544064,"Three Letters to Sections and Members of the S.L.P.,",,,text,correspondence,,3=high confidence,,,
Dylan Burke,https://digital.library.pitt.edu/islandora/object/pitt:31735060482233,31735060482233,October 14 March and Rally Against the War,,,text,fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449131,31735047449131,"CIO Political Action Committee ""What is PAC?"" Flyer,",1948,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658195,31735061658195,"""The Rankin Witch Hunt"", By William Z. Foster,",16772,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Dylan Burke,https://digital.library.pitt.edu/islandora/object/pitt:31735061657122,31735061657122,Scholar and School- New Targets for Bigotry,,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451715,31735047451715,"""Pittsburgh Socialist Alternative: The Struggle For $15/Hour"" Flyer,",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539882,31735061539882,"Flyer for WSP's Annual Spring Meeting,",1964,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913131,31735067913131,Mine-Mill union; Mine Mill union; Sindicato; Union,,23924,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655571,31735061655571,"""Negroes Beaten in Grenada School Integration"" New York Times article,",,,text,serials (publications),newspaper​s,3=high confidence,,,
Dylan Burke,https://digital.library.pitt.edu/islandora/object/pitt:31735060481839,31735060481839,Constitution of the United People's Church,,,text,executive orders,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539320,31735061539320,"""The Crisis in India"", By James S. Allen,",15585,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540559,31735061540559,"""Era Walk '80"" Flyer,",29512,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397574,31735059397574,"""John Zingaro ...a Consumer voice on City Council"" Flyer,",1980,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656017,31735061656017,"""Theoretical Aspects of the Negro Question in the United States""",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066227764,31735066227764,American Negro Problems,,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657874,31735061657874,"Photograph of Communists and Unemployed, Carrying Huge Placards Calling for Work or Wages",,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540104,31735061540104,"""Don Duncan Speaks Out""",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482902,31735060482902,"On to Miami! GOP National Convention Protest Flyer,",1968-08-20/1968-08-23,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397129,31735059397129,"""For Immediate Release"" memo,",25856,,text,press releases​,,1=slight confidence,fliers?,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397780,31735059397780,"""Who Are the Young Pioneers"" Martha Campion,",15980,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537993,31735061537993,"Guaranteed Annual Wage, By Wyndham Mortimer,",19683,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911358,31735067911358,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18699,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657718,31735061657718,"Puerto Rico- 'Island Paradise' of U.S. Imperialism, by Patricia Bell,",24504,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228648,31735066228648,"""The Appeal Almanac and Arsenal of Facts for 1917"",",1917,,text,books,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537498,31735061537498,"""Call to 16th National Convention Communist Party, U.S.A."", February 9-12, 1957",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540450,31735061540450,"""He Thinks Right""",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657296,31735061657296,"The Bill of Rights in Danger!, by Robert W. Dunn,",14611,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658047,31735061658047,Acceptance Speeches,,,text,pamphlets​,,,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656801,31735061656801,"The Melish Case, Challenge to the Church,",1949,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482548,31735060482548,"""Knock on Any Door!"", Progressive Party",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060481870,31735060481870,Leaflets for Student Strike at Franklin High School,,,text,​fliers,,2= moderate confidence,leaflet in title,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544684,31735061544684,"""The Cuban Crisis and It's Aftermath"" Flyer",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543744,31735061543744,"""Socialist Album"",",1896,,text,pamphlets​,,2= moderate confidence,,,
Dylan Burke,https://digital.library.pitt.edu/islandora/object/pitt:31735047451392,31735047451392,"Labor Committee for Safe Energy & Full Employment,",,,text,executive orders,,2= moderate confidence,seems like an order but could just be a formal statement ,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911382,31735067911382,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18643,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539858,31735061539858,"""Formosa"", Fact and Fiction, By John W. Powell",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
